conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/77f109c4-3107-4d2a-a512-5160ac103933,Umweltdaten analysieren,released,skill/competence,sector-specific,,"Analysieren von Daten, die Wechselwirkungen zwischen menschlichen Tätigkeiten und Umweltauswirkungen interpretieren.",http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522 | http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696 | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29,"Daten, Informationen und digitale Inhalte bewerten | wissenschaftliche Daten analysieren | Datenverarbeitungstechniken benutzen | Testdaten auswerten | Analyse wissenschaftlicher und medizinischer Daten | quantitative Daten verwalten | Daten untersuchen | qualitative Informationen verarbeiten | aktuelle Daten interpretieren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7808ccb8-9797-4864-80e3-37119ca32b30,Kompostierung überwachen,released,skill/competence,occupation-specific,,Mischen der biologisch abbaubaren Stoffe zu angemessenen Anteilen und Überwachen des Abbaus organischer Abfälle.,http://data.europa.eu/esco/skill/bf4822d3-1f66-499d-afc9-151a9ba33e58,Zubereiten von Gemischen oder Lösungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7832b684-580c-4eaf-a8b3-322164b041ab,Information über Solarpaneele zur Verfügung stellen,released,skill/competence,cross-sector,Information über Solarmodule bereitstellen,"Beraten von Organisationen und Einzelpersonen, die nach alternativen Methoden der Energieversorgung von Gebäuden und Wohnungen suchen, in Bezug auf Kosten, Vorteile und Nachteile der Installation und Nutzung von Solarpaneelen sowie in Bezug auf zu berücksichtigende Aspekte beim Erwerb und der Installation von Solaranlagen.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823 | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,Andere beraten | Bereitstellung von Informationen für die Öffentlichkeit und Kunden | Informationen übermitteln
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/78d6270a-2f81-45a8-8558-5112926febba,verunreinigende Substanzen von Start- und Landebahnen entfernen,released,skill/competence,occupation-specific,,"Entfernen von verunreinigenden Substanzen von Start- und Landebahnen, wie Kraftstoff, Schmiermittel, Hydrauliköle, Markierungsfarbe und Gummi. Verwenden von Methoden zum Entfernen der verunreinigenden Substanzen, wie Reinigen mit Chemikalien, mechanisches Schleifen oder Hochdruckwasserstrahlung.",http://data.europa.eu/esco/skill/3b86c15f-3f66-4e50-abf5-544f2a942a0b,Reinigen von Außenbereichen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/792789aa-6122-4dd7-be50-bcdb46f85725,"Heizungs-, Lüftungs-, Klima- und Kältekanäle installieren",released,skill/competence,cross-sector,,"Installieren von Luftkanälen, um Luft zu- und abzuführen. Entscheiden, ob die Kanäle flexibel sein sollten oder nicht, und Wählen des geeigneten Materials abhängig vom Verwendungszweck. Sicherstellen, dass die Kanäle wasser- und luftdicht sind, und Isolieren gegen Temperatureinflüsse, um ein Höchstmaß an Effizienz zu gewährleisten und Schimmelbildung zu verhindern. Herstellen der richtigen Verbindungen zwischen den Kanälen und Endpunkten.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"Installation von Heizungs-, Lüftungs- und Klimaanlagen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6,Intelligente Netzsysteme,released,knowledge,sector-specific,,"Intelligente Netze sind ein digitales Stromnetz. Das System umfasst die elektronische, digitale Steuerung der Erzeugung, Verteilung und Nutzung von Strom, das Informationsmanagement der Komponenten und die Energieeinsparung.
	",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ac88283-80aa-4a1f-93f8-213cd2a469cb,Offshore-Energiesysteme konzipieren,released,skill/competence,sector-specific,,"Entwicklung von Konstruktionsspezifikationen für Offshore-Energiesysteme und ihre Komponenten, um sicherzustellen, dass die Konstruktion für eine sichere und effiziente Energieerzeugung bestens geeignet ist. Erstellung von Checklisten für die Inspektion und Überwachung von abgeschlossenen Offshore-Installationsprojekten.
	",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"Entwurf von industriellen Materialien, Systemen oder Produkten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7afd29d7-9c9f-4151-83f2-562b8c94a3af,Transportmanagementkonzepte anwenden,released,skill/competence,sector-specific,,"Anwenden von Managementkonzepten in der Transportindustrie zur Verbesserung der Transportprozesse, Abfallreduzierung, Steigerung der Effizienz und Erstellung des Zeitplans.",http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a | http://data.europa.eu/esco/skill/6a59e69f-4f2c-4277-bbb3-c7bb792569d5,Befolgen von Anweisungen und Verfahren | Transportstrategie des Unternehmens leiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7b3717e4-e963-44e0-b94f-1088a7242da0,Pflanzen pflegen,released,skill/competence,sector-specific,,"Feststellen des Pflegebedarfs und Durchführen der Pflege durch Pflanzen, Hegen, Bewässern und Beregnen der Pflanzen und Bäume von Hand oder mit geeigneten Geräten unter Berücksichtigung der Pflanzenart und der Sicherheitsanforderungen.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,Bewirtschaften von Land und Anbau von Nutzpflanzen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2c81fe-b5f5-4691-a58d-7fd0a8b6c0e1,Wärmeverlust des Ofens vermeiden,released,skill/competence,occupation-specific,,Vermeiden eines Wärmeverlusts durch Versiegeln der Ofentür mit Ziegeln und Ton.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,"Betrieb von Kilns, Schmelzöfen und Trockeneinrichtungen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7cefbd03-d544-4184-a9b4-caa1eea2a646,Umweltauswirkungen von Tourismus,released,knowledge,sector-specific,Umweltbelastung durch Tourismus | Umwelteinflüsse durch Tourismus | Umwelteinfluss von Tourismus | ökologische Auswirkungen von Tourismus,Untersuchung der Umweltauswirkungen von Reisen und touristischen Aktivitäten auf Reiseziele.,http://data.europa.eu/esco/isced-f/1015,"Reise, Tourismus und Freizeit"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,Arten von Wellenenergiekonvertern,released,knowledge,sector-specific,Arten von WEC,"Verschiedene Arten von Vorrichtungen zur Nutzung der Wellenenergie, z. B. Punktabsorberbojen, Attenuatoren, oszillierende Wellenstoßwandler, Überlaufvorrichtungen oder untergetauchte Druckdifferenzwandler.
	",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7e420d23-3733-482b-8513-4611f8a70059,Beton-Gießformen entfernen,released,skill/competence,sector-specific,,"Entfernen von Beton-Gießformen, nachdem der Beton vollständig ausgehärtet ist. Nach Möglichkeit Sammeln, Reinigen und Lagern von Materialien zur späteren Wiederverwendung.",http://data.europa.eu/esco/skill/aa95f606-13ec-4242-a6bc-635a1aaa841c | http://data.europa.eu/esco/skill/d9be4ab0-f7d9-4b27-bd01-6cf1d43d1865,Beton-Gießformen setzen | Einbau von Betonteilen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,andere zu umweltfreundlichem Verhalten anregen,released,skill/competence,transversal,"Nachhaltigkeit fördern | umweltfreundliches Verhalten fördern | über Nachhaltigkeit informieren | Andere ermutigen, die Umwelt zu respektieren | für Nachhaltigkeit eintreten","Informieren über und Fördern von umweltfreundlichem Verhalten in sozialen Netzwerken und am Arbeitsplatz.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,Anwenden umweltbezogener Fähigkeiten und Kompetenzen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f4d1dee-bc5a-495a-926b-17b383b8d8fd,Normen für umweltfreundliche Gebäude,released,knowledge,sector-specific,Richtlinien für grünes Bauen | Standards für nachhaltiges Bauen | Vorschriften für energieeffizientes Bauen | Richtlinien für ökologisches Bauen,"Leitlinien für die Planung und den Bau nachhaltiger Gebäude. Dabei ist das Kriterium der Verringerung der Umweltauswirkungen von Gebäuden bei gleichzeitiger Förderung umweltfreundlicher Verhaltensweisen bei den Bewohnerinnen und Bewohnern entscheidend.
	",http://data.europa.eu/esco/isced-f/0732,Bau- und Bauingenieurwesen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7feca0cc-f0b3-470d-ba03-48c0f7cff286,über nachhaltigen Tourismus aufklären,released,skill/competence,sector-specific,,"Entwicklung von Bildungsprogrammen und Ressourcen für Einzelpersonen oder geführte Gruppen, um Informationen über nachhaltigen Tourismus und die Auswirkungen menschlicher Interaktion auf die Umwelt, die lokale Kultur und das Naturerbe zu vermitteln. Aufklärung der Reisenden, wie sie einen positiven Beitrag leisten können und Sensibilisierung für Umweltfragen.
   ",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,Coaching und Mentoring
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,Information über Windturbinen zur Verfügung stellen,released,skill/competence,sector-specific,Information über Windturbinen liefern,"Bereitstellen von Informationen für Organisationen und Einzelpersonen, die nach alternativen Methoden suchen, über Kosten, Vorteile und negative Aspekte der Installation und privaten oder allgemeinen Nutzung von Windturbinen sowie darüber, was bei der Implementierung von Windturbinentechnologie zu beachten ist.",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823 | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,Bereitstellung von Informationen für die Öffentlichkeit und Kunden | Informationen übermitteln
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8029637c-00eb-4764-ae88-387611176c4b,logistischen Bedarf analysieren,released,skill/competence,sector-specific,,Analysieren des logistischen Bedarfs der verschiedenen Abteilungen auf organisatorischer Ebene.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,kritisch denken | Analyse von Geschäftstätigkeiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,Agrarforstsysteme,released,knowledge,sector-specific,land- und forstwirtschaftliche Systeme | agrosilvopastorale Systeme | silvopastorale Systeme,"Die Anwendung von Landbewirtschaftungssystemen und -technologien, die Bäume und andere mehrjährige Gehölze in den traditionellen Ackerbau integrieren, um die landwirtschaftliche Produktion zu erhalten und gleichzeitig den Schutz der natürlichen Umwelt zu gewährleisten.
	",http://data.europa.eu/esco/isced-f/0821,Forstwissenschaft
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/811f3583-3956-477e-b4c8-e8c53eb44cc3,primitive Techniken,released,knowledge,occupation-specific,,"Technologie für oder aus natürlichen Elementen, die die Überlebenschancen in der Wildnis verbessert, wie Werkstücke, Überlebenswerkzeuge und Waffen.",http://data.europa.eu/esco/isced-f/0214,Kunsthandwerk
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b,Umweltbedrohungen,released,knowledge,sector-specific,,"Bedrohungen für die Umwelt im Zusammenhang mit biologischen, chemischen, nuklearen, radiologischen und physikalischen Gefahren.",http://data.europa.eu/esco/isced-f/0521,Umweltwissenschaften
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5,Proben auf Verunreinigungen untersuchen,released,skill/competence,sector-specific,,Messen der Schadstoffkonzentrationen in Proben. Berechnen der Luftverschmutzung oder des Gasflusses in industriellen Prozessen. Ermitteln potenzieller Risiken für die Sicherheit oder Gesundheit beispielsweise durch Strahlung.,http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2 | http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,Umweltverschmutzung messen | Proben untersuchen | Prüfung und Analyse von Stoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2,Arten von Fotovoltaikanlagen,released,knowledge,cross-sector,Polymersolarzelle | Solarzelle | Photovoltaikanlage | PV-Systeme | Arten von Photovoltaikanlagen | Nanokristall-Solarzelle | Nanokristallsolarzelle | PV-Ausrüstung | Photovoltaik-Array | Photovoltaik-Lösungen | PV-Anlagen,"Verschiedene Arten von Fotovoltaikzellen und -paneelen, mit unterschiedlichen Effizienzgraden bei verschiedenen Arten von Wetter, Ratings in Bezug auf Kosten, Haltbarkeit und Lebensdauer sowie Montagemöglichkeiten.",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,Systeme der künstlichen Beleuchtung,released,knowledge,sector-specific,,"Arten der künstlichen Beleuchtung und ihr Stromverbrauch. HF-Leuchtstofflampen, LED-Beleuchtung, natürliches Tageslicht und programmierte Steuerungssysteme ermöglichen eine effiziente Energienutzung.
	",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82b14cde-76e7-4d4b-b564-c45c014f3ce4,Abfallbeseitigungsvorschriften,released,knowledge,sector-specific,Müllentsorgungsbestimmungen,"Vorschriften und rechtliche Vereinbarungen, die die Durchführung von Tätigkeiten zur Abfallbeseitigung regeln.
	",http://data.europa.eu/esco/isced-f/1021,Kommunale Hygiene
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82ea1455-ff29-43c8-8074-685fa2653144,Aufzeichnungen über die Abfallsammlung führen,released,skill/competence,sector-specific,,"Führen von Aufzeichnungen über die Routen, Zeitpläne, Arten und Mengen der Abfallsammlung.",http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,Arbeitsaufzeichnungen führen | Führen betrieblicher Aufzeichnungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,schlanke Produktion,released,knowledge,cross-sector,,"Die schlanke Produktion ist eine Methode, die sich auf die Minimierung von Verschwendung in Fertigungssystemen bei gleichzeitiger Maximierung der Produktivität konzentriert.
	",http://data.europa.eu/esco/isced-f/0413,Management und Verwaltung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,Schulungen zur Entwicklung und zum Management von nachhaltigem Tourismus anbieten,released,skill/competence,sector-specific,,"Schulung und Kapazitätsaufbau für Mitarbeiter/innen der Tourismusbranche, um sie über bewährte Verfahren bei der Entwicklung und Verwaltung von Reisezielen und Pauschalangeboten zu informieren, wobei die Auswirkungen auf die Umwelt und die lokalen Gemeinschaften so gering wie möglich gehalten und Schutzgebiete sowie Tier- und Pflanzenarten streng geschützt werden sollen.
	",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,Schulung zu betrieblichen Verfahren | Schulungen für Umweltfragen durchführen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,Energieeffizienz,released,knowledge,sector-specific,,"Informationsbereich rund um die Verringerung des Energieverbrauchs. Energieeffizienz umfasst die Berechnung des Energieverbrauchs, die Bereitstellung von Zertifikaten und Unterstützungsmaßnahmen, die Einsparung von Energie durch die Verringerung der Nachfrage, die Förderung der effizienten Nutzung fossiler Brennstoffe und die Förderung der Nutzung erneuerbarer Energien.",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,konzentrierende Solarenergieanlagen warten,released,skill/competence,sector-specific,konzentrierende Solarenergieanlagen instand halten,"Regelmäßiges Warten und Reparieren von Systemen, die reflektierende Materialien wie Linsen und Spiegel verwenden, und von Nachlaufsteuerungssystemen zur Bündelung des Sonnenlichts in einem Strahl, der durch die Wärmeerzeugung ein Kraftwerk mit Energie versorgt.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"Instandhaltung von elektrischen, elektronischen und Präzisionsgeräten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,Fischereiprojekte leiten,released,skill/competence,sector-specific,,"Abstimmen mit Auftragnehmern aus dem öffentlichen und dem privaten Sektor in Bezug auf Fischereiprojekte, wie Sanierungsmaßnahmen. Besprechen der vorgeschlagenen Pläne und Einbringen von Fachwissen. Vorbereiten von Anträgen auf Finanzhilfen für das Fischereiprogramm. Bereitstellen von technischer Unterstützung für kommunale Fischereiprojekte. Untersuchen der Auswirkungen von Umweltveränderungen auf die Gewässer. Beilegen von Beschwerden aus der Öffentlichkeit. Ausarbeiten von Vorschriften zur Ermittlung von Fischereiproblemen und von Lösungsempfehlungen.",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,"Leitung, Überwachung und Koordinierung von Projekten | Projekte managen"
